Java HotSpot(TM) 64-Bit Server VM (25.0-b) for bsd-amd64 JRE (1.8.0), built on Mar 12 2024 12:13:12 by "java_re" with gcc 4.2.1 (Based on Apple Inc. build 5658) (LLVM build 2336.11.00)
Memory: 4k page, physical 16777216k(12481232k free)
CommandLine flags: -XX:InitialHeapSize=268435456 -XX:MaxHeapSize=4294967296 -XX:+PrintGC -XX:+PrintGCDateStamps -XX:+PrintGCDetails -XX:+PrintGCTimeStamps -XX:+UseCompressedClassPointers -XX:+UseCompressedOops -XX:+UseG1GC
2025-09-30T23:08:04.603+0400: [GC (Allocation Failure) 220M->409M(4096M), 0.018 secs]
2025-09-30T23:08:05.616+0400: [GC (Allocation Failure) 262M->409M(4096M), 0.018 secs]
2025-09-30T23:08:06.125+0400: [GC (Allocation Failure) 89M->409M(4096M), 0.033 secs]
2025-09-30T23:08:06.630+0400: [GC (Allocation Failure) 127M->409M(4096M), 0.006 secs]
2025-09-30T23:08:07.642+0400: [Full GC (System.gc()) 171M->409M(4096M), 0.231 secs]
2025-09-30T23:08:08.656+0400: [GC (Allocation Failure) 231M->409M(4096M), 0.013 secs]
2025-09-30T23:08:08.657+0400: [GC (Allocation Failure) 231M->409M(4096M), 0.006 secs]
2025-09-30T23:08:09.667+0400: [GC (Allocation Failure) 293M->409M(4096M), 0.020 secs]
2025-09-30T23:08:10.687+0400: [GC (Allocation Failure) 191M->409M(4096M), 0.033 secs]
2025-09-30T23:08:11.195+0400: [Full GC (System.gc()) 219M->409M(4096M), 0.132 secs]
2025-09-30T23:08:11.216+0400: [System.gc() (Allocation Failure) 219M->172M(4096M), 0.020 secs]
2025-09-30T23:08:11.723+0400: [GC (Allocation Failure) 202M->409M(4096M), 0.006 secs]
2025-09-30T23:08:12.733+0400: [GC (Allocation Failure) 262M->409M(4096M), 0.028 secs]
2025-09-30T23:08:13.743+0400: [GC (Allocation Failure) 281M->409M(4096M), 0.008 secs]
2025-09-30T23:08:13.743+0400: [GC (Allocation Failure) 281M->409M(4096M), 0.009 secs]
2025-09-30T23:08:14.758+0400: [Full GC (System.gc()) 343M->409M(4096M), 0.236 secs]
